1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,1,1,1,1,1
1,0,0,0,0,0,0,0,0,0,1,0,0,0,15,2,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1
1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0,0,1,0,0,0,0,2,0,14,0,1,0,0,0,0,0,1
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,16,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
